,Cliente,UF,Ano da Operação,Valor da Operação em R$,Valor Desembolsado em Reais,Setor CNAE,Subsetor CNAE Agrupado,Porte do cliente,Natureza,Instituição Financeira Credenciada
1457,EBFT EMPRESA BRASILEIRA DE FRUTAS TROPICAIS LTDA, PE,2003-01-01,950631,950631.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
1458,NETUNO ALIMENTOS S/A EM RECUPERACAO JUDICIAL, PE,2003-01-01,2895500,2895500.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
1459,LABORATORIOS PFIZER LTDA, SP,2003-01-01,23164000,23164000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Farmoquímico, farmacêutico",GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
1460,CATIVA TEXTIL INDUSTRIA E COMERCIO LTDA, SC,2003-01-01,875947,875947.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",MÉDIA,PRIVADA,BANCO PINE S/A
1461,PILKINGTON BRASIL LTDA, SP,2003-01-01,8686488,8686488.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,BANCO DO BRASIL SA
1462,JBS S/A, SP,2003-01-01,4343250,4343250.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,"
1463,AJINOMOTO INTERAMERICANA INDUSTRIA E COMERCIO LTDA, SP,2003-01-01,5791000,5791000.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1464,PBG S/A, RJ,2003-01-01,6080550,6080550.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,SEM NOME
1465,FLOSUL INDUSTRIA E COMERCIO DE MADEIRAS LTDA, RS,2003-01-01,1018920,1018920.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO MODAL S,A,"
1466,JBS S/A, SP,2003-01-01,14556000,14556000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
1467,INDUSTRIA E COMERCIO DE CALCADOS ARTEF DE COURO MARINER, SP,2003-01-01,2950501,2964792.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,SEM NOME
1468,AMENDOAS DO BRASIL LTDA, CE,2003-01-01,2911520,2911520.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,BANCO PINE S/A
1469,COMPANHIA DE TECIDOS NORTE DE MINAS COTEMINAS, MG,2003-01-01,29112000,29112000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,BANCO DO BRASIL SA
1470,"RENAULT DO BRASIL S,A", PR,2003-01-01,43668000,43668000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
1471,"BRF S,A,", SC,2003-01-01,29196000,29196000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"FINANCEIRA ALFA S,A, CREDITO, FINANCIAMENTO E INVESTIME"
1472,"BRF S,A,", SC,2003-01-01,58392000,58392000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BTG PACTUAL S,A,"
1473,BICAL BIRIGUI CALCADOS INDUSTRIA E COMERCIO LTDA, SP,2003-01-01,1487390,1487390.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,SEM NOME
1474,JBS S/A, SP,2003-01-01,14709000,14709000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
1475,CIBER EQUIPAMENTOS RODOVIARIOS LTDA, RS,2003-01-01,3824340,3824340.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
1476,SANTA LAVINIA COMERCIO E EXPORTACAO LTDA, CE,2003-01-01,179262,179359.0,COMERCIO E SERVICOS,Comércio,PEQUENA,PRIVADA,BANCO PINE S/A
1477,INCEPA REVESTIMENTOS CERAMICOS LTDA, PR,2003-01-01,8825400,8825400.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"FINANCEIRA ALFA S,A, CREDITO, FINANCIAMENTO E INVESTIME"
1478,"KTK INDUSTRIA, IMPORTACAO, EXPORTACAO E COMERCIO DE EQU", SP,2003-01-01,887247,887247.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
1479,MANGELS INDUSTRIA E COMERCIO LTDA, MG,2003-01-01,1470900,1470900.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
1480,FRIMESA COOPERATIVA CENTRAL, PR,2003-01-01,2941800,2941800.0,COMERCIO E SERVICOS,Ativ financeira e seguro,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
1481,OXFORD PORCELANAS S/A, SC,2003-01-01,1477300,1477300.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
1482,PRENSAS SCHULER S A, SP,2003-01-01,16250300,16250300.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
1483,KARSTEN S/A, SC,2003-01-01,2954600,2954600.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
1484,KARSTEN S/A, SC,2003-01-01,8863800,8863800.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,DRESDNER LATEINAMERIKA AKTIENGESELLSCHAFT - FILIAL SAO
1485,PRENSAS SCHULER S A, SP,2003-01-01,10636560,10636560.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1486,"RENAULT DO BRASIL S,A", PR,2003-01-01,29546000,29546000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
1487,JBS S/A, SP,2003-01-01,4431900,4431900.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
1488,POMIFRAI FRUTICULTURA SA, SC,2003-01-01,886380,886380.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
1489,"INGEVITY QUIMICA LTDA,", RJ,2003-01-01,1047948,1047948.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,MÉDIA,PRIVADA,"BANCO SAFRA S,A,"
1490,ELECTROLUX DO BRASIL S/A, PR,2003-01-01,17727600,17727600.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO CITIBANK S A
1491,REALCAFE SOLUVEL DO BRASIL S/A, ES,2003-01-01,12409320,12409320.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"MASSA FALIDA DO BANCO BVA S,A,"
1492,MABE BRASIL ELETRODOMESTICOS S/A EM RECUPERACAO JUDICIA, SP,2003-01-01,14773000,14773000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1493,CERAMICA SANTA TEREZINHA SOCIEDADE ANONIMA, SP,2003-01-01,2087273,2087273.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,SEM NOME
1494,CALIMAN AGRICOLA S/A-EM RECUPERACAO JUDICIAL, ES,2003-01-01,1489585,1438753.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,"
1495,BDR INDUSTRIA E COMERCIO DE CALCADOS LTDA, RS,2003-01-01,888191,858032.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,"
1496,WEG EXPORTADORA S/A, SC,2003-01-01,23605600,23605600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,BANCO DO BRASIL SA
1497,PEVAL S A, BA,2003-01-01,2952175,2952175.0,INDUSTRIA EXTRATIVA,Indústria Extrativa,MÉDIA,PRIVADA,BANCO PINE S/A
1498,"MAXION SISTEMAS AUTOMOTIVOS LTDA,", SP,2003-01-01,14753500,14753500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
1499,MAXION COMPONENTES ESTRUTURAIS LTDA, SP,2003-01-01,11802800,11802800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
1500,FRANCO FABRIL - ALIMENTOS LTDA, MT,2003-01-01,2950700,2950700.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO PINE S/A
1501,WEG EXPORTADORA S/A, SC,2003-01-01,5901400,5901400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,SEM NOME
1502,GENERAL MOTORS DO BRASIL LTDA, SP,2003-01-01,29480000,29480000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SAFRA S,A,"
1503,FORD MOTOR COMPANY BRASIL LTDA, SP,2003-01-01,64856000,64856000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA
1504,FRIBAI FRIGORIFICO VALE DO AMAMBAI LTDA, SP,2003-01-01,1768800,1769326.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
1505,FRIBAI FRIGORIFICO VALE DO AMAMBAI LTDA, SP,2003-01-01,2653200,2653200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
1506,"COOP, INDUSTRIAL DE CARNES E DERIVADOS DE GOIAS LTDA", GO,2003-01-01,2948000,2948000.0,COMERCIO E SERVICOS,Ativ financeira e seguro,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
1507,MB EXPORTADORA LTDA, SC,2003-01-01,884400,884400.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
1508,MB EXPORTADORA LTDA, SC,2003-01-01,1758060,1758060.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
1509,MABE BRASIL ELETRODOMESTICOS S/A EM RECUPERACAO JUDICIA, SP,2003-01-01,8790300,8790300.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO FIBRA S,A,"
1510,"M&G FIBRAS E RESINAS LTDA,", SP,2003-01-01,5860200,5860200.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
1511,SEARA COMERCIO DE ALIMENTOS LTDA, SC,2003-01-01,2927000,2927000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
1512,FORD MOTOR COMPANY BRASIL LTDA, SP,2003-01-01,292700000,292700000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
1513,FORD MOTOR COMPANY BRASIL LTDA, SP,2003-01-01,87810000,87810000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SAFRA S,A,"
1514,"VICUNHA TEXTIL S/A,", CE,2003-01-01,2948952,2948952.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
1515,MOVEIS WAELY LTDA, SC,2003-01-01,439050,439050.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
1516,"APERAM INOX AMERICA DO SUL S,A,", MG,2003-01-01,14623000,14623000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO FIBRA S,A,"
1517,"MADEIRAS SCHLINDWEIN LTDA,", SC,2003-01-01,1493886,1493886.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,PEQUENA,PRIVADA,BANCO BMG SA
1518,MILENIA AGRO CIENCIAS S/A, PR,2003-01-01,4386900,4386900.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1519,FORD MOTOR COMPANY BRASIL LTDA, SP,2003-01-01,58492000,58492000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
1520,FORD MOTOR COMPANY BRASIL LTDA, SP,2003-01-01,8773800,8773800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO MODAL S,A,"
1521,MABE CAMPINAS ELETRODOMESTICOS S/A, SP,2003-01-01,17547600,17547600.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA
1522,CERAMICA STEFANI SA, SP,2003-01-01,1468050,1468050.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,SEM NOME
1523,FICAP S/A, RJ,2003-01-01,4404150,4404150.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1524,SERRARIAS CAMPOS DE PALMAS SA, PR,2003-01-01,880830,880830.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
1525,VALENCA DA BAHIA MARICULTURA S/A, BA,2003-01-01,1468050,1468050.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO BMG SA
1526,"RENAULT DO BRASIL S,A", PR,2003-01-01,17616600,17616600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1527,"KTK INDUSTRIA, IMPORTACAO, EXPORTACAO E COMERCIO DE EQU", SP,2003-01-01,886379,886379.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,MÉDIA,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
1528,"RENAULT DO BRASIL S,A", PR,2003-01-01,44215500,44215500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
1529,VISTEON SISTEMAS AUTOMOTIVOS LTDA, SP,2003-01-01,14738500,14738500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1530,"TIGRE S,A, PARTICIPACOES", SC,2003-01-01,14738500,14738500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO MODAL S,A,"
1531,MANNES LTDA, SC,2003-01-01,1520276,1520276.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,BANCO BMG SA
1532,MANNES LTDA, SC,2003-01-01,1473850,1473850.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
1533,BRASCAN QUIMICOS E SOLDAS LTDA, RJ,2003-01-01,851885,851885.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
1534,"SIMETALL IND, COM, FERRAMENTAS LTDA,", RS,2003-01-01,903411,903411.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,PEQUENA,PRIVADA,"MASSA FALIDA DO BANCO BVA S,A,"
1535,INDUSTRIA DE CALCADOS WEST COAST LTDA, RS,2003-01-01,442179,442179.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
1536,REBIERE GELATINAS DE PRESIDENTE EPITACIO LTDA, SP,2003-01-01,884310,884310.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
1537,GENERAL MOTORS DO BRASIL LTDA, SP,2003-01-01,147470000,147470000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SAFRA S,A,"
1538,PERDIGAO AGROINDUSTRIAL S/A, SP,2003-01-01,14747000,14747000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
1539,MABE BRASIL ELETRODOMESTICOS S/A EM RECUPERACAO JUDICIA, SP,2003-01-01,5898800,5898800.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1540,MARCOPOLO SA, RS,2003-01-01,29494000,29494000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
1541,MARCOPOLO SA, RS,2003-01-01,8848200,8848200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,SEM NOME
1542,"ROCA BRASIL LTDA,", SP,2003-01-01,2949400,2949400.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1543,FORD MOTOR COMPANY BRASIL LTDA, SP,2003-01-01,44256797,44256797.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SAFRA S,A,"
1544,SOUTH SERVICE TRADING SA, RS,2003-01-01,4424100,4262550.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,BANCO DO BRASIL SA
1545,BRPARTS INDUSTRIA DE PECAS LTDA, MG,2003-01-01,73735,73735.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",MICRO,PRIVADA,"BANCO BRADESCO S,A,"
1546,"ANIGER - CALCADOS, SUPRIMENTOS E EMPREENDIMENTOS LTDA,", CE,2003-01-01,1502572,1502572.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,BANCO BMG SA
1547,"CIA, HERING", SC,2003-01-01,17195002,17195002.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,MASSA FALIDA DO BANCO SANTOS
1548,"MARELLI COFAP DO BRASIL LTDA,", SP,2003-01-01,29494000,29494000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
1549,FRIGORIFICO PORCOBELLO LTDA, PR,2003-01-01,1494777,1494777.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MÉDIA,PRIVADA,BANCO BMG SA
1550,CORALPLAC COMPENSADOS LTDA, PR,2003-01-01,293410,293410.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
1551,DAMBROZ EMPREENDIMENTOS E ADMINISTRACAO LTDA, RS,2003-01-01,448433,448433.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
1552,PINEPLY COMPENSADOS LTDA, PR,2003-01-01,296271,296271.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
1553,"PPALBER INDUSTRIAL, COMERCIAL E IMPORTADORA LTDA,", SP,2003-01-01,179373,179373.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,"
1554,LAMINOR S/A, RN,2003-01-01,4390950,4390950.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
1555,GAIA IMPORTACAO EXPORTACAO LTDA, ES,2003-01-01,1484269,1481079.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,"
1556,CARGILL AGRICOLA S A, SP,2003-01-01,87948000,87948000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
1557,FORD MOTOR COMPANY BRASIL LTDA, SP,2003-01-01,29316000,29316000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1558,CVL COMPONENTES DE VIDRO LTDA, SP,2003-01-01,1000000,1000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,BANCO DO BRASIL SA
1559,"TECHNICOLOR BRASIL MIDIA E ENTRETENIMENTO LTDA,", AM,2003-01-01,10260600,10260600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
1560,UNIGEL PLASTICOS S/A, BA,2003-01-01,2931600,2931600.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
1561,FORD MOTOR COMPANY BRASIL LTDA, SP,2003-01-01,149955300,149955300.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA
1562,FORD MOTOR COMPANY BRASIL LTDA, SP,2003-01-01,29403000,29403000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
1563,FERRERO DO BRASIL IND DOCEIRA E ALIMENTAR LTDA, MG,2003-01-01,29403000,29403000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,"
1564,"MARELLI COFAP DO BRASIL LTDA,", SP,2003-01-01,11761200,11761200.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
1565,ALTENBURG TEXTIL LTDA, SC,2003-01-01,1470150,1470150.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
1566,FORD MOTOR COMPANY BRASIL LTDA, SP,2003-01-01,11759215,11759215.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BNP PARIBAS BRASIL S,A,"
1567,COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA, PR,2003-01-01,8819400,8819400.0,COMERCIO E SERVICOS,Ativ financeira e seguro,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
1568,FORD MOTOR COMPANY BRASIL LTDA, SP,2003-01-01,14711000,14711000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,"
1569,FORD MOTOR COMPANY BRASIL LTDA, SP,2003-01-01,29422000,29422000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
1570,FORD MOTOR COMPANY BRASIL LTDA, SP,2003-01-01,44133000,44133000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
1571,FMC QUIMICA DO BRASIL LTDA, SP,2003-01-01,5884400,5884400.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,"
1572,TENNISCORD INDUSTRIA DE CORDAS LTDA, SP,2003-01-01,2942200,2942200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
1573,KARCHER INDUSTRIA E COMERCIO LIMITADA, SP,2003-01-01,4413300,4413300.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
1574,MAXION COMPONENTES ESTRUTURAIS LTDA, SP,2003-01-01,8826600,8826600.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
1575,PRENSAS SCHULER S A, SP,2003-01-01,20595400,20595400.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
1576,"APERAM INOX AMERICA DO SUL S,A,", MG,2003-01-01,29422000,29422000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,"
1577,"COMIL ONIBUS S,A, - EM RECUPERACAO JUDICIAL", RS,2003-01-01,2059540,2059540.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
1578,NETUNO ALIMENTOS S/A EM RECUPERACAO JUDICIAL, PE,2003-01-01,8826600,8826600.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
