Cliente,UF,Ano,Valor da Operação em R$,Valor Desembolsado em Reais,Setor CNAE,Subsetor CNAE Agrupado,Porte do cliente,Natureza,Instituição Financeira Credenciada,Contribuição do UF ao PIB Nacional (%),Proporção do Valor Setorial ao PIB do UF
JBS S/A,São Paulo,2005,16000577,16000577.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BOCOM BBM S,A,",0.3423238961547123,0.0726051411402945
JBS S/A,São Paulo,2005,4000144,3838423.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BOCOM BBM S,A,",0.3423238961547123,0.0726051411402945
"EMBRAER S,A,",São Paulo,2005,469940000,469940000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2005,18987834,18987834.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
DAY BRASIL S/A,São Paulo,2005,1764880,1764880.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0420646475083006
"KTK INDUSTRIA, IMPORTACAO, EXPORTACAO E COMERCIO DE EQU",São Paulo,2005,246348,246348.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,MÉDIA,PRIVADA,"BANCO CETELEM S,A,",0.3423238961547123,0.0726051411402945
MM MONTEIRO PESCA E EXPORTACAO LTDA,Ceará,2005,1000000,1000000.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E,0.0189163144504399,0.1049237301830986
PRIMO TEDESCO SA,Santa Catarina,2005,990880,990880.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.0375701770132835,0.6615479822525394
VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES,São Paulo,2005,8870800,8870800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0726051411402945
VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES,São Paulo,2005,57660200,58669000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES,São Paulo,2005,230640800,230640800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES,São Paulo,2005,7096640,7096640.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BNP PARIBAS BRASIL S,A,",0.3423238961547123,0.0726051411402945
VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES,São Paulo,2005,56000000,59645166.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
INDEPENDENCIA S/A,São Paulo,2005,1600000,1532185.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E,0.3423238961547123,0.0726051411402945
VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES,São Paulo,2005,224000000,224000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
DAY BRASIL S/A,São Paulo,2005,441220,465080.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0420646475083006
CISFRAMA COMERCIO INDUSTRIA MADEIRA SAO FRANCISCO LTDA,Santa Catarina,2005,1372593,1372593.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.0375701770132835,0.6615479822525394
PRIMO TEDESCO SA,Santa Catarina,2005,247790,239010.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0375701770132835,0.6615479822525394
CISFRAMA COMERCIO INDUSTRIA MADEIRA SAO FRANCISCO LTDA,Santa Catarina,2005,819570,819570.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0375701770132835,0.6615479822525394
WETZEL S/A,Santa Catarina,2005,897921,897921.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E,0.0375701770132835,0.6615479822525394
TEDESCO COMERCIAL EXPORTADORA S/A,Santa Catarina,2005,507100,473880.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.0375701770132835,0.6615479822525394
TEDESCO COMERCIAL EXPORTADORA S/A,Santa Catarina,2005,2028400,2028400.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.0375701770132835,0.6615479822525394
INDEPENDENCIA S/A,São Paulo,2005,484220,463960.0,COMERCIO E SERVICOS,"Ativ imobil, profissional e adm",GRANDE,PRIVADA,BANCO LUSO BRASILEIRO S/A,0.3423238961547123,0.0420646475083006
INDUSTRIAS ARTEFAMA SA,Santa Catarina,2005,395504,379248.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0375701770132835,0.6615479822525394
INDUSTRIAS ARTEFAMA SA,Santa Catarina,2005,1582016,1582016.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0375701770132835,0.6615479822525394
WEG EXPORTADORA S/A,Santa Catarina,2005,24715000,24715000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0375701770132835,0.6615479822525394
WEG EXPORTADORA S/A,Santa Catarina,2005,24715000,24715000.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0375701770132835,0.383275650267095
PRIMO TEDESCO SA,Santa Catarina,2005,247720,231000.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.0375701770132835,0.6615479822525394
WETZEL S/A,Santa Catarina,2005,598614,564642.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E,0.0375701770132835,0.6615479822525394
WEG EXPORTADORA S/A,Santa Catarina,2005,24650000,24650000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0375701770132835,0.6615479822525394
VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES,São Paulo,2005,1774160,1868480.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BNP PARIBAS BRASIL S,A,",0.3423238961547123,0.0726051411402945
JBS S/A,São Paulo,2005,20337240,19956720.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,SEM NOME,0.3423238961547123,0.0726051411402945
AJINOMOTO INTERAMERICANA INDUSTRIA E COMERCIO LTDA,São Paulo,2005,3088440,3259560.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
AJINOMOTO INTERAMERICANA INDUSTRIA E COMERCIO LTDA,São Paulo,2005,4632660,4632660.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
TINTO HOLDING LTDA,São Paulo,2005,2060960,2192240.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO FIBRA S,A,",0.3423238961547123,0.0420646475083006
TINTO HOLDING LTDA,São Paulo,2005,3091440,3091440.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO FIBRA S,A,",0.3423238961547123,0.0420646475083006
PANDURATA ALIMENTOS LTDA,São Paulo,2005,2164008,2281692.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
PANDURATA ALIMENTOS LTDA,São Paulo,2005,3246012,3246012.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
SCANIA LATIN AMERICA LTDA,São Paulo,2005,65245000,65245000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
"MARFRIG GLOBAL FOODS S,A,",São Paulo,2005,600000,565475.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E,0.3423238961547123,0.0726051411402945
"MARFRIG GLOBAL FOODS S,A,",São Paulo,2005,900000,900000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E,0.3423238961547123,0.0726051411402945
INDEPENDENCIA S/A,São Paulo,2005,400000,371389.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E,0.3423238961547123,0.0726051411402945
INDEPENDENCIA S/A,São Paulo,2005,600000,600000.0,COMERCIO E SERVICOS,"Ativ imobil, profissional e adm",GRANDE,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E,0.3423238961547123,0.0420646475083006
NOVO PISO S/A ENGENHARIA DE REVESTIMENTOS,São Paulo,2005,1669142,1669142.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,BANCO LUSO BRASILEIRO S/A,0.3423238961547123,0.0726051411402945
CALCADOS SANDALO SA,São Paulo,2005,300000,300000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E,0.3423238961547123,0.0726051411402945
BIAGIO DELL AGLI E CIA LTDA,São Paulo,2005,528679,528679.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",MÉDIA,PRIVADA,BANCO LUSO BRASILEIRO S/A,0.3423238961547123,0.0726051411402945
PRENSAS SCHULER S A,São Paulo,2005,18159400,18159400.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
"SIEMENS ENERGY BRASIL LTDA,",São Paulo,2005,14759562,14759562.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
FORD MOTOR COMPANY BRASIL LTDA,São Paulo,2005,12985500,12985500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
TINTO HOLDING LTDA,São Paulo,2005,1521300,1421640.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0420646475083006
TINTO HOLDING LTDA,São Paulo,2005,6085200,6085200.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0420646475083006
MARILAN ALIMENTOS S/A,São Paulo,2005,504340,468680.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.3423238961547123,0.0726051411402945
MARILAN ALIMENTOS S/A,São Paulo,2005,2017360,2017360.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.3423238961547123,0.0726051411402945
SCANIA LATIN AMERICA LTDA,São Paulo,2005,75939000,75939000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
"MERCEDES-BENZ DO BRASIL LTDA,",São Paulo,2005,151878000,151878000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
SCANIA LATIN AMERICA LTDA,São Paulo,2005,37969500,37969500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
"SANTISTA WORK SOLUTION S,A,",São Paulo,2005,4953000,4727400.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.3423238961547123,0.0726051411402945
"SANTISTA WORK SOLUTION S,A,",São Paulo,2005,19812000,19812000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.3423238961547123,0.0726051411402945
VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES,São Paulo,2005,200000000,200000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
AMSTED-MAXION FUNDICAO E EQUIPAMENTOS FERROVIARIOS S/A,São Paulo,2005,12389500,12389500.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3423238961547123,0.0726051411402945
AMSTED-MAXION FUNDICAO E EQUIPAMENTOS FERROVIARIOS S/A,São Paulo,2005,12389500,12389500.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
FORD MOTOR COMPANY BRASIL LTDA,São Paulo,2005,12881000,12881000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
AMSTED-MAXION FUNDICAO E EQUIPAMENTOS FERROVIARIOS S/A,São Paulo,2005,12389500,12389500.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
INDUSTRIA CERAMICA FRAGNANI LTDA,São Paulo,2005,1619940,1619940.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.3423238961547123,0.0726051411402945
POLIMOLD INDUSTRIAL S/A,São Paulo,2005,2718500,2718500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
PBG S/A,Rio de Janeiro,2005,485720,477100.0,COMERCIO E SERVICOS,"Ativ imobil, profissional e adm",GRANDE,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E,0.1243121659751387,0.1158352757548759
PBG S/A,Rio de Janeiro,2005,1942880,1942880.0,COMERCIO E SERVICOS,"Ativ imobil, profissional e adm",GRANDE,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E,0.1243121659751387,0.1158352757548759
"COOP, INDUSTRIAL DE CARNES E DERIVADOS DE GOIAS LTDA",Goiás,2005,1553940,1553940.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.0248159483888105,1.001552485788343
"COOP, INDUSTRIAL DE CARNES E DERIVADOS DE GOIAS LTDA",Goiás,2005,1035960,990880.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.0248159483888105,1.001552485788343
REALCAFE SOLUVEL DO BRASIL S/A,Espírito Santo,2005,5600000,5600000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S/A,0.0216626387661996,1.1473429005698526
REALCAFE SOLUVEL DO BRASIL S/A,Espírito Santo,2005,1400000,1380180.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S/A,0.0216626387661996,1.1473429005698526
MARMORARIA MILANEZI S/A,Espírito Santo,2005,324869,324869.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,PEQUENA,PRIVADA,BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S/A,0.0216626387661996,1.1473429005698526
"RIMO S,A -INDUSTRIA E COMERCIO",Espírito Santo,2005,2630000,2630000.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S/A,0.0216626387661996,1.1473429005698526
CALIMAN AGRICOLA S/A-EM RECUPERACAO JUDICIAL,Espírito Santo,2005,1390906,1207470.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.0216626387661996,0.0916218146310718
CAJUGRAM GRANITOS E MARMORES DO BRASIL LTDA,Espírito Santo,2005,1621600,1621600.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S/A,0.0216626387661996,1.1473429005698526
FRIMESA COOPERATIVA CENTRAL,Paraná,2005,1084240,1067920.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.0587235865840879,0.4232451769685188
FRIMESA COOPERATIVA CENTRAL,Paraná,2005,1626360,1626360.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.0587235865840879,0.4232451769685188
PINEPLY COMPENSADOS LTDA,Paraná,2005,813390,813390.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO SAFRA S,A,",0.0587235865840879,0.4232451769685188
FRIMESA COOPERATIVA CENTRAL,Paraná,2005,1085560,1092760.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0587235865840879,0.4232451769685188
FRIMESA COOPERATIVA CENTRAL,Paraná,2005,1628340,1628340.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0587235865840879,0.4232451769685188
PINEPLY COMPENSADOS LTDA,Paraná,2005,412830,412830.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.0587235865840879,0.4232451769685188
"CNH INDUSTRIAL BRASIL LTDA,",Paraná,2005,26550000,26550000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0587235865840879,0.4232451769685188
SERRARIAS CAMPOS DE PALMAS SA,Paraná,2005,1040760,983760.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0587235865840879,0.4232451769685188
SERRARIAS CAMPOS DE PALMAS SA,Paraná,2005,1561140,1561140.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0587235865840879,0.4232451769685188
FAMOSSUL MADEIRAS S/A,Paraná,2005,1289150,1289150.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,"BANCO ITAUBANK S,A",0.0587235865840879,0.4232451769685188
TMT DO BRASIL LTDA,Paraná,2005,47082600,47082600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0587235865840879,0.4232451769685188
LAR COOPERATIVA AGROINDUSTRIAL,Paraná,2005,2032025,1926392.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0587235865840879,0.4232451769685188
KIMBERLY-CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS,São Paulo,2005,5377400,5166800.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.3423238961547123,0.0726051411402945
KIMBERLY-CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS,São Paulo,2005,8066100,8066100.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.3423238961547123,0.0726051411402945
TECNICAS ELETRO MECANICAS TELEM S/A,São Paulo,2005,268601,268601.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",MÉDIA,PRIVADA,"BANCO FIBRA S,A,",0.3423238961547123,0.0726051411402945
GNATUS EXPORTACAO DE EQUIPAMENTOS MEDICO ODONTOLOGICOS,São Paulo,2005,1892240,1892240.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0420646475083006
FORD MOTOR COMPANY BRASIL LTDA,São Paulo,2005,13553027,13553027.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.3423238961547123,0.0726051411402945
INDEPENDENCIA S/A,São Paulo,2005,1080280,1037480.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO LUSO BRASILEIRO S/A,0.3423238961547123,0.0726051411402945
INDEPENDENCIA S/A,São Paulo,2005,1620420,1620420.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO LUSO BRASILEIRO S/A,0.3423238961547123,0.0726051411402945
INDUSTRIA CERAMICA FRAGNANI LTDA,São Paulo,2005,1079960,1096120.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.3423238961547123,0.0726051411402945
JBS S/A,São Paulo,2005,81348960,81348960.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,SEM NOME,0.3423238961547123,0.0726051411402945
DORI ALIMENTOS LTDA,São Paulo,2005,743370,717030.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0726051411402945
DORI ALIMENTOS LTDA,São Paulo,2005,492720,468100.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0726051411402945
CATERPILLAR BRASIL LTDA,São Paulo,2005,76107150,76107150.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3423238961547123,0.0726051411402945
CATERPILLAR BRASIL LTDA,São Paulo,2005,76107150,76107150.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.3423238961547123,0.0726051411402945
CATERPILLAR BRASIL LTDA,São Paulo,2005,150399900,150399900.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
MABE ITU ELETRODOMESTICOS S/A,São Paulo,2005,237720,244390.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
MABE ITU ELETRODOMESTICOS S/A,São Paulo,2005,950880,950880.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
AJINOMOTO INTERAMERICANA INDUSTRIA E COMERCIO LTDA,São Paulo,2005,717960,712830.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
AJINOMOTO INTERAMERICANA INDUSTRIA E COMERCIO LTDA,São Paulo,2005,2871840,2871840.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3423238961547123,0.0726051411402945
"EMBRAER S,A,",São Paulo,2005,191456000,191456000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
GENERAL MOTORS DO BRASIL LTDA,São Paulo,2005,62123600,62123600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3423238961547123,0.0726051411402945
"EMBRAER S,A,",São Paulo,2005,166810000,166810000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3423238961547123,0.0726051411402945
