Cliente,UF,Ano,Valor da Operação em R$,Valor Desembolsado em Reais,Setor CNAE,Subsetor CNAE Agrupado,Porte do cliente,Natureza,Instituição Financeira Credenciada,Contribuição do UF ao PIB Nacional (%),Proporção do Valor Setorial ao PIB do UF
TUPY S/A,Santa Catarina,2016,45000000,45000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.040954097313141,0.1311475531569398
OXITENO NORDESTE S A INDUSTRIA E COMERCIO,Bahia,2016,61421500,61421500.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0412706066742719,0.1301417664334444
"GDC ALIMENTOS S,A",Santa Catarina,2016,6853560,6853560.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.040954097313141,0.1311475531569398
DASS SUL CALCADOS E ARTIGOS ESPORTIVOS LTDA,Santa Catarina,2016,2105022,2105022.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.040954097313141,0.1311475531569398
DASS SUL CALCADOS E ARTIGOS ESPORTIVOS LTDA,Santa Catarina,2016,4911718,4911718.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.040954097313141,0.1311475531569398
TUPY S/A,Santa Catarina,2016,44827770,44827770.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.040954097313141,0.1311475531569398
METALBO INDUSTRIA DE FIXADORES METALICOS LTDA,Santa Catarina,2016,6532400,6532400.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
INCASA INDUSTRIA E COMERCIO CATARINENSE S A,Santa Catarina,2016,5977146,5977146.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.040954097313141,0.1311475531569398
INCASA INDUSTRIA E COMERCIO CATARINENSE S A,Santa Catarina,2016,13946674,13946674.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.040954097313141,0.1311475531569398
"LIBRELATO S,A, IMPLEMENTOS RODOVIARIOS",Santa Catarina,2016,11459000,11459000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.040954097313141,0.1311475531569398
"A,M,C, TEXTIL LTDA,",Santa Catarina,2016,867120,867120.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
"A,M,C, TEXTIL LTDA,",Santa Catarina,2016,2023280,2023280.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
MALHAS MENEGOTTI INDUSTRIA TEXTIL LTDA,Santa Catarina,2016,1771254,1771254.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
MALHAS MENEGOTTI INDUSTRIA TEXTIL LTDA,Santa Catarina,2016,4132926,4132926.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
INDUMAK MAQUINAS LTDA,Santa Catarina,2016,2094198,2094198.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.040954097313141,0.1311475531569398
ELECTRO ACO ALTONA S A,Santa Catarina,2016,4895100,4895100.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
SIDERURGICA CATARINENSE LTDA,Santa Catarina,2016,268800,268800.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,MÉDIA,PRIVADA,CAIXA ECONOMICA FEDERAL,0.040954097313141,0.1311475531569398
MARCOPOLO SA,Rio Grande do Sul,2016,32372000,32372000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0652046803102342,0.082371842463073
MARCOPOLO SA,Rio Grande do Sul,2016,48774600,48774600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0652046803102342,0.082371842463073
MARCOPOLO SA,Rio Grande do Sul,2016,69536000,69536000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342,0.082371842463073
MARCOPOLO SA,Rio Grande do Sul,2016,20942400,20942400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO J, SAFRA S,A",0.0652046803102342,0.082371842463073
KEPLER WEBER INDUSTRIAL S/A,Rio Grande do Sul,2016,19329950,19329950.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0652046803102342,0.082371842463073
"KILLING S,A, TINTAS E ADESIVOS",Rio Grande do Sul,2016,1348116,1348116.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0652046803102342,0.082371842463073
"KILLING S,A, TINTAS E ADESIVOS",Rio Grande do Sul,2016,577764,577764.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0652046803102342,0.082371842463073
MOULD INDUSTRIA DE MATRIZES LTDA,Rio Grande do Sul,2016,997260,997260.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342,0.082371842463073
TANAC SA,Rio Grande do Sul,2016,2711106,2711106.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.0652046803102342,0.082371842463073
TANAC SA,Rio Grande do Sul,2016,1161902,1161902.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.0652046803102342,0.082371842463073
TANAC SA,Rio Grande do Sul,2016,2707161,2707161.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ABC BRASIL S,A,",0.0652046803102342,0.082371842463073
TANAC SA,Rio Grande do Sul,2016,1160212,1160212.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ABC BRASIL S,A,",0.0652046803102342,0.082371842463073
MAQUINAS SANMARTIN LTDA,Rio Grande do Sul,2016,3071696,3071696.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342,0.082371842463073
MAQUINAS SANMARTIN LTDA,Rio Grande do Sul,2016,3973172,3973172.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342,0.082371842463073
JOHN DEERE BRASIL LTDA,Rio Grande do Sul,2016,13873020,13873020.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342,0.082371842463073
JOHN DEERE BRASIL LTDA,Rio Grande do Sul,2016,59455800,59455800.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342,0.082371842463073
KEPLER WEBER INDUSTRIAL S/A,Rio Grande do Sul,2016,9589329,9589329.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO ABC BRASIL S,A,",0.0652046803102342,0.082371842463073
RASIP ALIMENTOS LTDA,Rio Grande do Sul,2016,2787612,2787612.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO J, SAFRA S,A",0.0652046803102342,0.0388626188238119
RASIP ALIMENTOS LTDA,Rio Grande do Sul,2016,1194691,1194691.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO J, SAFRA S,A",0.0652046803102342,0.0388626188238119
CALCADOS SANDRA LTDA,Rio Grande do Sul,2016,3160200,3160200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0652046803102342,0.082371842463073
JJ THOMAZI & CIA LTDA,Santa Catarina,2016,2082332,2082332.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.040954097313141,0.1311475531569398
"TEXTIL FARBE S,A",Santa Catarina,2016,900000,900000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.040954097313141,0.1311475531569398
"TEXTIL FARBE S,A",Santa Catarina,2016,2100000,2100000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.040954097313141,0.1311475531569398
METALURGICA TRAPP LTDA                       (83238832),Santa Catarina,2016,4954650,4954650.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
CALCADOS SANDRA LTDA,Rio Grande do Sul,2016,4860450,4860450.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342,0.082371842463073
CALCADOS SANDRA LTDA,Rio Grande do Sul,2016,3201500,3201500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0652046803102342,0.082371842463073
"FCC - INDUSTRIA E COMERCIO LTDA,",Rio Grande do Sul,2016,5154415,5154415.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0652046803102342,0.082371842463073
"FCC - INDUSTRIA E COMERCIO LTDA,",Rio Grande do Sul,2016,2209035,2209035.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0652046803102342,0.082371842463073
"KILLING S,A, TINTAS E ADESIVOS",Rio Grande do Sul,2016,1622450,1622450.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342,0.082371842463073
"H, KUNTZLER & CIA, LTDA,",Rio Grande do Sul,2016,10000000,10000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0652046803102342,0.082371842463073
KLL EQUIPAMENTOS PARA TRANSPORTE S/A,Rio Grande do Sul,2016,1478817,1478817.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",MÉDIA,PRIVADA,"BADESUL DESENVOLVIMENTO S,A, - AGENCIA DE FOMENTO/RS",0.0652046803102342,0.082371842463073
"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,40421472,40421472.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO J, SAFRA S,A",0.1021483013809454,0.0525807045419117
"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,17323488,17323488.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO J, SAFRA S,A",0.1021483013809454,0.0525807045419117
"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,102497304,102497304.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.1021483013809454,0.0525807045419117
"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,43927416,43927416.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.1021483013809454,0.0525807045419117
"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,86136232,86136232.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.1021483013809454,0.0525807045419117
"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,36915528,36915528.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.1021483013809454,0.0525807045419117
"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,33203352,33203352.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.1021483013809454,0.0525807045419117
"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,14230008,14230008.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.1021483013809454,0.0525807045419117
GUANAPACK - INDUSTRIA DE EMBALAGENS PLASTICAS LTDA,Rio de Janeiro,2016,3859765,3859765.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.1021483013809454,0.0525807045419117
GUANAPACK - INDUSTRIA DE EMBALAGENS PLASTICAS LTDA,Rio de Janeiro,2016,1654185,1654185.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.1021483013809454,0.0525807045419117
GUANAPACK - INDUSTRIA DE EMBALAGENS PLASTICAS LTDA,Rio de Janeiro,2016,2478980,2478980.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.1021483013809454,0.0525807045419117
GUANAPACK - INDUSTRIA DE EMBALAGENS PLASTICAS LTDA,Rio de Janeiro,2016,1062420,1062420.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.1021483013809454,0.0525807045419117
METALURGICA TRAPP LTDA                       (83238832),Santa Catarina,2016,3100000,3100000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
"BUDDEMEYER S,A,",Santa Catarina,2016,2496200,2496200.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.040954097313141,0.1311475531569398
"BUDDEMEYER S,A,",Santa Catarina,2016,1069800,1069800.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.040954097313141,0.1311475531569398
DOCOL INDUSTRIA E COMERCIO LTDA,Santa Catarina,2016,9984800,9984800.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.040954097313141,0.1311475531569398
SINCOL SA INDUSTRIA E COMERCIO,Santa Catarina,2016,322052,322052.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
SINCOL SA INDUSTRIA E COMERCIO,Santa Catarina,2016,751455,751455.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
ELECTRO ACO ALTONA S A,Santa Catarina,2016,2036040,2036040.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO J, SAFRA S,A",0.040954097313141,0.1311475531569398
WEG EQUIPAMENTOS ELETRICOS S/A,Santa Catarina,2016,169670000,169670000.0,COMERCIO E SERVICOS,"Ativ imobil, profissional e adm",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.2361761080508729
INMES INDUSTRIAL LTDA,Santa Catarina,2016,1485968,1485968.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.040954097313141,0.1311475531569398
"ZEN S,A, INDUSTRIA METALURGICA",Santa Catarina,2016,10169100,10169100.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.040954097313141,0.1311475531569398
"ZEN S,A, INDUSTRIA METALURGICA",Santa Catarina,2016,11863950,11863950.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
DOCOL INDUSTRIA E COMERCIO LTDA,Santa Catarina,2016,5264700,5264700.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
ADAMI SA MADEIRAS,Santa Catarina,2016,9145986,9145986.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.040954097313141,0.1311475531569398
"MEDABIL INDUSTRIA EM SISTEMAS CONSTRUTIVOS S,A",Rio Grande do Sul,2016,14885490,14885490.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0652046803102342,0.082371842463073
ADAMI SA MADEIRAS,Santa Catarina,2016,21340634,21340634.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.040954097313141,0.1311475531569398
DOCOL INDUSTRIA E COMERCIO LTDA,Santa Catarina,2016,2516570,2516570.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
MARCEGAGLIA DO BRASIL LTDA,Santa Catarina,2016,1294236,1294236.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
MARCEGAGLIA DO BRASIL LTDA,Santa Catarina,2016,3019884,3019884.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
PLASSON DO BRASIL LTDA,Santa Catarina,2016,5425200,5425200.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
"GDC ALIMENTOS S,A",Santa Catarina,2016,5581481,5581481.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.040954097313141,0.1311475531569398
"GDC ALIMENTOS S,A",Santa Catarina,2016,13023457,13023457.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.040954097313141,0.1311475531569398
WEG EQUIPAMENTOS ELETRICOS S/A,Santa Catarina,2016,180840000,180840000.0,COMERCIO E SERVICOS,"Ativ imobil, profissional e adm",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.2361761080508729
WEG EQUIPAMENTOS ELETRICOS S/A,Santa Catarina,2016,361680000,361680000.0,COMERCIO E SERVICOS,"Ativ imobil, profissional e adm",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.2361761080508729
DOCOL INDUSTRIA E COMERCIO LTDA,Santa Catarina,2016,4279200,4279200.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.040954097313141,0.1311475531569398
DOCOL INDUSTRIA E COMERCIO LTDA,Santa Catarina,2016,1078530,1078530.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.040954097313141,0.1311475531569398
DANA INDUSTRIAS LTDA,Rio Grande do Sul,2016,50810127,50810127.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0652046803102342,0.082371842463073
"GDC ALIMENTOS S,A",Santa Catarina,2016,2937240,2937240.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.040954097313141,0.1311475531569398
DANA INDUSTRIAS LTDA,Rio Grande do Sul,2016,41151770,41151770.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO INDUSTRIAL DO BRASIL S/A,0.0652046803102342,0.082371842463073
GERDAU ACOMINAS S/A,Minas Gerais,2016,34440744,34440744.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.086900935475062,0.0618063502424663
GERDAU ACOMINAS S/A,Minas Gerais,2016,67850328,67850328.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.086900935475062,0.0618063502424663
GERDAU ACOMINAS S/A,Minas Gerais,2016,29078712,29078712.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.086900935475062,0.0618063502424663
"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,",Minas Gerais,2016,169670000,169670000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.086900935475062,0.0618063502424663
VALGROUP MG INDUSTRIA DE EMBALAGENS FLEXIVEIS LTDA,Minas Gerais,2016,6885900,6885900.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.086900935475062,0.0618063502424663
VALGROUP MG INDUSTRIA DE EMBALAGENS FLEXIVEIS LTDA,Minas Gerais,2016,2951100,2951100.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.086900935475062,0.0618063502424663
ALVOAR LACTEOS S/A,Minas Gerais,2016,8040900,8040900.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S,A, - BDMG",0.086900935475062,0.0618063502424663
ALVOAR LACTEOS S/A,Minas Gerais,2016,3446100,3446100.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S,A, - BDMG",0.086900935475062,0.0618063502424663
GERDAU ACOMINAS S/A,Minas Gerais,2016,80361736,80361736.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.086900935475062,0.0618063502424663
"TRANSFORMADORES E SERVICOS DE ENERGIA DAS AMERICAS S,A,",Minas Gerais,2016,14643776,14643776.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,BANCO SUMITOMO MITSUI BRASILEIRO S A,0.086900935475062,0.0618063502424663
"MANTIQUEIRA ALIMENTOS LTDA,",Minas Gerais,2016,3632100,3632100.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S,A, - BDMG",0.086900935475062,0.0291599235678232
"TRANSFORMADORES E SERVICOS DE ENERGIA DAS AMERICAS S,A,",Minas Gerais,2016,19999999,19999999.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,BANCO SUMITOMO MITSUI BRASILEIRO S A,0.086900935475062,0.0618063502424663
"RENAULT DO BRASIL S,A",Paraná,2016,25241875,25241875.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0640920628175779,0.0838017910214085
"RENAULT DO BRASIL S,A",Paraná,2016,25241875,25241875.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0640920628175779,0.0838017910214085
"VANCOUROS INDUSTRIA E COMERCIO DE COUROS LTDA,",Paraná,2016,3497558,3497558.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0640920628175779,0.0838017910214085
"VANCOUROS INDUSTRIA E COMERCIO DE COUROS LTDA,",Paraná,2016,1498953,1498953.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0640920628175779,0.0838017910214085
AGUIA SISTEMAS DE ARMAZENAGEM LTDA,Paraná,2016,3797640,3797640.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0640920628175779,0.0838017910214085
AGUIA SISTEMAS DE ARMAZENAGEM LTDA,Paraná,2016,1627560,1627560.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0640920628175779,0.0838017910214085
"MANTIQUEIRA ALIMENTOS LTDA,",Minas Gerais,2016,8474900,8474900.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S,A, - BDMG",0.086900935475062,0.0291599235678232
GERDAU ACOMINAS S/A,Minas Gerais,2016,11548992,11548992.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.086900935475062,0.0618063502424663
GERDAU ACOMINAS S/A,Minas Gerais,2016,26947648,26947648.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.086900935475062,0.0618063502424663
