,Cliente,UF,Ano da Operação,Valor da Operação em R$,Valor Desembolsado em Reais,Setor CNAE,Subsetor CNAE Agrupado,Porte do cliente,Natureza,Instituição Financeira Credenciada,Contribuição do UF ao PIB Nacional (%)
4500,"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,",Minas Gerais,2010,46645000,46645000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.09035955816067899
4570,BELGO BEKAERT ARAMES LTDA,Minas Gerais,2010,30000000,30000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.09035955816067899
4571,INDUSTRIA METALURGICA FRUM LTDA,Minas Gerais,2010,3000000,3000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.09035955816067899
4572,"FAGOR EDERLAN BRASILEIRA AUTO-PECAS LTDA,",Minas Gerais,2010,5000000,5000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.09035955816067899
4573,BECTON DICKINSON INDUSTRIAS CIRURGICAS LTDA,Minas Gerais,2010,45443425,45443425.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.09035955816067899
4574,BECTON DICKINSON INDUSTRIAS CIRURGICAS LTDA,Minas Gerais,2010,11360856,11360856.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.09035955816067899
4639,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS",Minas Gerais,2010,37500000,37500000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.09035955816067899
4640,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS",Minas Gerais,2010,37500000,37500000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.09035955816067899
4501,"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,",Minas Gerais,2010,46645000,46645000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.09035955816067899
4667,ALCOA ALUMINIO S/A,Minas Gerais,2010,72766200,72766200.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.09035955816067899
4417,FRIGORIFICO MATABOI S/A,Minas Gerais,2010,9317000,9317000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.09035955816067899
4378,"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2010,10000000,10000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.09035955816067899
4203,MAQUINAS SAZI LTDA,Rio Grande do Sul,2010,1825500,1825500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.06208406146716533
4082,TEXTIL ITATIBA LTDA,Minas Gerais,2010,5000000,5000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.09035955816067899
4109,COMPANHIA INDUSTRIAL CATAGUASES,Minas Gerais,2010,3000000,3000000.0,COMERCIO E SERVICOS,Ativ financeira e seguro,MÉDIA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.09035955816067899
4110,COMPANHIA INDUSTRIAL CATAGUASES,Minas Gerais,2010,3000000,3000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.09035955816067899
4189,COMPANHIA INDUSTRIAL CATAGUASES,Minas Gerais,2010,5500000,5500000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.09035955816067899
4230,"MAHLE COMPONENTES DE MOTORES DO BRASIL LTDA,",Minas Gerais,2010,57000000,57000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.09035955816067899
4231,"MAHLE COMPONENTES DE MOTORES DO BRASIL LTDA,",Minas Gerais,2010,15000000,15000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.09035955816067899
4381,"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2010,10000000,10000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.09035955816067899
4232,"MAHLE COMPONENTES DE MOTORES DO BRASIL LTDA,",Minas Gerais,2010,10000000,10000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO CITIBANK S A,0.09035955816067899
4267,FRIGORIFICO MATABOI S/A,Minas Gerais,2010,15000000,15000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.09035955816067899
4279,ZOLLERN TRANSMISSOES MECANICAS LTDA,Minas Gerais,2010,1700000,1700000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"BANCO VOTORANTIM S,A,",0.09035955816067899
4352,FERRERO DO BRASIL IND DOCEIRA E ALIMENTAR LTDA,Minas Gerais,2010,10000000,10000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.09035955816067899
4353,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS",Minas Gerais,2010,37500000,37500000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.09035955816067899
4354,SAE TOWERS BRASIL TORRES DE TRANSMISSAO LTDA,Minas Gerais,2010,3680200,3680200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.09035955816067899
4376,"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2010,10000000,10000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.09035955816067899
4377,"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2010,20000000,20000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.09035955816067899
4233,FERRERO DO BRASIL IND DOCEIRA E ALIMENTAR LTDA,Minas Gerais,2010,5000000,5000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.09035955816067899
4516,MOGIANA ALIMENTOS LTDA,São Paulo,2010,1787436,1787436.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3331824407909009
4668,"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2010,37316000,37316000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.09035955816067899
4670,"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2010,37316000,37316000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.09035955816067899
4771,TEKSID DO BRASIL LTDA,Minas Gerais,2010,18423000,18423000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.09035955816067899
4797,FRIGORIFICO MATABOI S/A,Minas Gerais,2010,3600000,3600000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,",0.09035955816067899
4804,LABTEST DIAGNOSTICA S/A,Minas Gerais,2010,900000,900000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,MÉDIA,PRIVADA,"BANCO VOTORANTIM S,A,",0.09035955816067899
4880,SIACDOBRASIL LTDA,Minas Gerais,2010,6000000,6000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.09035955816067899
4887,INTERCAST S/A,Minas Gerais,2010,2600000,2600000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,MÉDIA,PRIVADA,"BANCO VOTORANTIM S,A,",0.09035955816067899
4987,INTERCAST S/A,Minas Gerais,2010,2000000,2000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,MÉDIA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.09035955816067899
4988,INTERCAST S/A,Minas Gerais,2010,2000000,2000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,MÉDIA,PRIVADA,"BANCO VOTORANTIM S,A,",0.09035955816067899
4768,TEKSID DO BRASIL LTDA,Minas Gerais,2010,18423000,18423000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.09035955816067899
4517,THYSSENKRUPP METALURGICA CAMPO LIMPO LTDA,São Paulo,2010,50000000,50000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3331824407909009
4523,INDUSTRIA ELETROMECANICA BALESTRO LTDA,São Paulo,2010,2238960,2238960.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",MÉDIA,PRIVADA,"BANCO BRADESCO S,A,",0.3331824407909009
4524,INDUSTRIA ELETROMECANICA BALESTRO LTDA,São Paulo,2010,2000000,2000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",MÉDIA,PRIVADA,"BANCO VOTORANTIM S,A,",0.3331824407909009
4525,"LUPO S,A,",São Paulo,2010,5600000,5600000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3331824407909009
4526,"MINERVA S,A,",São Paulo,2010,30000000,30000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3331824407909009
4527,"MINERVA S,A,",São Paulo,2010,15000000,15000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,",0.3331824407909009
4528,"MINERVA S,A,",São Paulo,2010,19000000,19000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3331824407909009
4529,"MINERVA S,A,",São Paulo,2010,50000000,50000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3331824407909009
4520,GUARANY INDUSTRIA E COMERCIO LTDA,São Paulo,2010,3731600,3731600.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,BANCO DO BRASIL SA,0.3331824407909009
4669,"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2010,18658000,18658000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.09035955816067899
4767,TEKSID DO BRASIL LTDA,Minas Gerais,2010,36846000,36846000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.09035955816067899
4728,GENERAL CABLE BRASIL INDUSTRIA E COMERCIO DE CONDUTORES,Minas Gerais,2010,9211500,9211500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.09035955816067899
4681,"ARCELORMITTAL BRASIL S,A,",Minas Gerais,2010,60000000,60000000.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.09035955816067899
4682,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS",Minas Gerais,2010,37500000,37500000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.09035955816067899
4683,"ARCELORMITTAL BRASIL S,A,",Minas Gerais,2010,50000000,50000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.09035955816067899
4684,FERRERO DO BRASIL IND DOCEIRA E ALIMENTAR LTDA,Minas Gerais,2010,15000000,15000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.09035955816067899
4685,"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,",Minas Gerais,2010,25000000,25000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.09035955816067899
4698,"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,",Minas Gerais,2010,25000000,25000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.09035955816067899
4699,SAE TOWERS BRASIL TORRES DE TRANSMISSAO LTDA,Minas Gerais,2010,3731600,3731600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.09035955816067899
4766,TEKSID DO BRASIL LTDA,Minas Gerais,2010,18423000,18423000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.09035955816067899
4703,"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2010,30000000,30000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.09035955816067899
4705,MANGELS INDUSTRIA E COMERCIO LTDA,Minas Gerais,2010,48510800,48510800.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.09035955816067899
4706,MANGELS INDUSTRIA E COMERCIO LTDA,Minas Gerais,2010,7463200,7463200.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.09035955816067899
4710,BMB - BELGO MINEIRA BEKAERT ARTEFATO DE ARAMES LTDA,Minas Gerais,2010,10000000,10000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.09035955816067899
4724,TEKSID DO BRASIL LTDA,Minas Gerais,2010,10000000,10000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.09035955816067899
4725,TEKSID DO BRASIL LTDA,Minas Gerais,2010,20000000,20000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.09035955816067899
4726,TEKSID DO BRASIL LTDA,Minas Gerais,2010,10000000,10000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.09035955816067899
4727,TEKSID DO BRASIL LTDA,Minas Gerais,2010,10000000,10000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.09035955816067899
4704,"CNH INDUSTRIAL BRASIL LTDA,",Minas Gerais,2010,20000000,20000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.09035955816067899
4130,JBS S/A,Mato Grosso,2010,150000000,150000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.014565924752055343
4598,"CARAMURU ALIMENTOS S,A,",Goiás,2010,18658000,18658000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.027476663131615835
4515,ADESTE INDUSTRIA DE PRODUTOS ANIMAIS LTDA,São Paulo,2010,10000000,10000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3331824407909009
4689,"SUZANO S,A,",Bahia,2010,25000000,25000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.03973896733453479
4690,"SUZANO S,A,",Bahia,2010,20000000,20000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.03973896733453479
4691,"SUZANO S,A,",Bahia,2010,25000000,25000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.03973896733453479
4769,"BRASKEM S,A",Bahia,2010,65000000,65000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.03973896733453479
4770,EUROPACKNE NORDESTE IND COM DE PROD TERMOPLASTICOS LTDA,Bahia,2010,3684600,3684600.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.03973896733453479
4447,"IOCHPE-MAXION S,A,",São Paulo,2010,23329768,23329768.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3331824407909009
4448,"IOCHPE-MAXION S,A,",São Paulo,2010,21317296,21317296.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3331824407909009
4688,"SUZANO S,A,",Bahia,2010,40000000,40000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.03973896733453479
4449,"IOCHPE-MAXION S,A,",São Paulo,2010,21317296,21317296.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3331824407909009
4451,"IOCHPE-MAXION S,A,",São Paulo,2010,53945430,53945430.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3331824407909009
4452,AMSTED-MAXION FUNDICAO E EQUIPAMENTOS FERROVIARIOS S/A,São Paulo,2010,20497400,20497400.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3331824407909009
4453,"IOCHPE-MAXION S,A,",São Paulo,2010,7826280,7826280.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3331824407909009
4454,"IOCHPE-MAXION S,A,",São Paulo,2010,9317000,9317000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO ABC BRASIL S,A,",0.3331824407909009
4455,PPE FIOS ESMALTADOS S/A,São Paulo,2010,12000000,12000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3331824407909009
4456,TERMOMECANICA SAO PAULO S A,São Paulo,2010,14907200,14907200.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3331824407909009
4105,"VULCABRAS AZALEIA - CE, CALCADOS E ARTIGOS ESPORTIVOS S",Ceará,2010,76197220,76197220.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.020416732568214857
4450,"IOCHPE-MAXION S,A,",São Paulo,2010,5590200,5590200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3331824407909009
4106,"DASS NORDESTE CALCADOS E ARTIGOS ESPORTIVOS S,A,",Ceará,2010,15000000,15000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.020416732568214857
4686,"PIRELLI PNEUS LTDA,",Bahia,2010,100000000,100000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.03973896733453479
4506,"SUZANO S,A,",Bahia,2010,40000000,40000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.03973896733453479
4375,NOKIA DO BRASIL TECNOLOGIA LTDA,Amazonas,2010,150000000,150000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,BANCO CITIBANK S A,0.015666371578706005
4591,SAMSUNG ELETRONICA DA AMAZONIA LTDA,Amazonas,2010,100000000,100000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.015666371578706005
4692,SAMSUNG ELETRONICA DA AMAZONIA LTDA,Amazonas,2010,50000000,50000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.015666371578706005
4693,AROSUCO AROMAS E SUCOS LTDA,Amazonas,2010,1194112,1194112.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.015666371578706005
4694,AROSUCO AROMAS E SUCOS LTDA,Amazonas,2010,391818,391818.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.015666371578706005
4834,PST ELETRONICA LTDA,Amazonas,2010,15984900,15984900.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.015666371578706005
4445,"KLABIN S,A,",São Paulo,2010,50000000,50000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3331824407909009
4510,ITABUNA TEXTIL S/A,Bahia,2010,5000000,5000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.03973896733453479
4446,"IOCHPE-MAXION S,A,",São Paulo,2010,23981958,23981958.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3331824407909009
4093,"SUZANO S,A,",Bahia,2010,20000000,20000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO ABC BRASIL S,A,",0.03973896733453479
4112,"VULCABRAS AZALEIA-BA,CALCADOS E ARTIGOS ESPORTIVOS S/A",Bahia,2010,16952970,16952970.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.03973896733453479
4299,"BRASKEM S,A",Bahia,2010,50000000,50000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.03973896733453479
4379,"PIRELLI PNEUS LTDA,",Bahia,2010,49999997,49999997.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.03973896733453479
4390,COOP AGRIC JUAZEIRO DA BAHIA RESP LTDA,Bahia,2010,1863400,1863400.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,"BANCO BRADESCO S,A,",0.03973896733453479
4503,OXITENO NORDESTE S A INDUSTRIA E COMERCIO,Bahia,2010,22389600,22389600.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.03973896733453479
4504,"BRASKEM S,A",Bahia,2010,35000000,35000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.03973896733453479
4084,"SUZANO S,A,",Bahia,2010,40000000,40000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO ABC BRASIL S,A,",0.03973896733453479
4107,DUCOCO PRODUTOS ALIMENTICIOS S/A,Ceará,2010,5742135,5742135.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MÉDIA,PRIVADA,"BANCO BRADESCO S,A,",0.020416732568214857
4190,"DASS NORDESTE CALCADOS E ARTIGOS ESPORTIVOS S,A,",Ceará,2010,15000000,15000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.020416732568214857
4242,GRENDENE S A,Ceará,2010,75000000,75000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.020416732568214857
4477,NEXANS BRASIL S/A,São Paulo,2010,9515580,9515580.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3331824407909009
4174,FRISA FRIGORIFICO RIO DOCE S/A,Espírito Santo,2010,2180040,2180040.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.02195410292788162
4360,FRISA FRIGORIFICO RIO DOCE S/A,Espírito Santo,2010,10000000,10000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.02195410292788162
